Value,ICER,NMB
0.17535734241349304,205892.14127792238,-5625.004421816847
0.14015992142707961,173501.04240417198,-4261.669192717114
0.18362454199364636,242415.17877333463,-6109.478896691974
0.1038330452337968,142092.2556189523,-3157.7626709685064
0.25027660725272116,618969.01945589,-8950.80331170323
0.08816902839697013,139108.81464174174,-2586.663103826915
0.21658193640649018,254407.45374126534,-6944.425140904975
0.1111319819183392,163344.40308620493,-3580.4949864404625
0.12111639634248664,149991.76587008263,-3533.8164479484494
0.19728352592659104,275424.5792933971,-6520.12924545691
0.23701081850880013,320538.5141027794,-7921.110926637331
0.1271768753968688,173724.8076232962,-4074.552211276896
0.1576452492824527,177759.28154022456,-4929.266705779846
0.1464948894152087,186919.07908717284,-4675.976006492839
0.18047199405647013,218969.94193757148,-5979.851430535088
0.15211087951491628,188653.90624998492,-5025.30420165889
0.13620520406067366,169755.3095304992,-4085.8114130281274
0.2247864988417893,350238.7307162204,-7749.938312242805
0.14688950466721368,183672.8533372625,-4653.8488331007775
0.10916107888845178,152984.86026965777,-3350.082367123886
0.19054885520312076,271925.17458580784,-6674.845191394047
0.110365468637935,158406.1207497225,-3437.2319081110045
0.207967087946346,322909.8758690191,-7463.846251103231
0.1357785972586675,166785.7611390006,-4060.4330822387537
0.20184172433469827,313902.2240173883,-6850.167399228155
0.09581347785569495,134553.02148192862,-2643.0602069933384
0.1565636165371619,182337.87808463525,-4945.258283207195
0.22025559936865882,281669.81165350776,-7173.465707918518
0.11619438151947636,152716.31193338873,-3578.1400506613427
0.2292471310323281,336040.26132561755,-7951.99878573896
0.12650380103155692,171103.10941993608,-3949.6072329034305
0.15371436418580084,174403.69595514727,-4789.280347097146
0.24323591196579983,363489.8467519683,-8529.766895353068
0.13955846890365659,177712.68842473958,-4308.5249220871965
0.2374689542407436,318036.31387905683,-8052.738636383145
0.12052385559358826,152420.41506824867,-3550.9251603997363
0.13129077938842879,169267.9060935041,-4159.985289933057
0.09704224434823633,140119.56012570264,-2850.8599429168717
0.19657515734276804,278334.16611056245,-6542.750274076991
0.19362347819066195,290063.36048299714,-6800.9746427644095
0.2378314336904125,335252.8088428902,-8048.503545553389
0.10390212853998312,140766.6299724409,-3119.2372950735853
0.14270314663013522,182409.27252124544,-4565.304371330491
0.14273891442642758,180628.46828157917,-4536.732926927265
0.16096359220956125,178876.6324283383,-4867.85746881116
0.19223649878999713,278534.52449859725,-6790.058209405969
0.14385473922090342,183430.61441278845,-4573.829953919408
0.08114194356425508,125637.58187974582,-2147.5459212637215
0.21525826905775067,236495.52718697346,-6821.837664259372
0.14564781893633488,197959.14479745188,-4793.4325548962215
0.17623035568381548,219759.62292215458,-5752.763932549981
0.10616513515448067,151813.79003471395,-3441.08851105711
0.1608025655286319,177383.0485588719,-4857.874329904134
0.18421476235423515,228282.03584758213,-6042.045010284302
0.1401089088805607,173077.70718467786,-4272.151136773047
0.17862432284781893,233552.09278895915,-5930.031720487484
0.1597985976573547,176700.44931352732,-4890.579349896775
0.18147033630150944,228489.69940345344,-6035.496264614184
0.07660984376657631,121824.23410100835,-1924.91935269627
0.10321157305341831,140169.32451932816,-3117.6916664957307
0.14917483632460377,180892.09897613077,-4673.509982381849
