Value,ICER,NMB
0.21512388944464886,-146549.79776137098,-6079.929437636511
0.2009995724397543,-173783.25455651057,-6030.555829409042
0.21489495114845242,-148401.53339020332,-6077.4725924910135
0.17842404054482097,-222126.45412888218,-5961.906389671156
0.24675078622797547,-118766.20884841518,-6152.309262188986
0.16967984588862264,-274584.03756993584,-5920.044178705527
0.23100693551201348,-130432.1067141639,-6111.225397463419
0.1845881241597624,-199248.09125237077,-5983.98563632969
0.19239434857650892,-190999.61631034862,-6002.748446074636
0.22842937737739874,-130432.1067141639,-6111.225397463419
0.2410829892510373,-125879.98756931002,-6136.660435078006
0.18981667867285115,-194307.48830257411,-5998.269980559018
0.2078166140619009,-158180.3718377009,-6050.040203236309
0.2053667525756913,-158234.13014260118,-6048.2452314478305
0.215121869563079,-146549.79776137098,-6079.929437636511
0.20939825326718386,-146523.70850413686,-6064.854730830932
0.19305754970679612,-193980.9589926547,-6005.070988026408
0.23597010729144025,-128729.08847485072,-6114.870275018733
0.20567328851832944,-158234.13014260118,-6048.2452314478305
0.18029336588979017,-217188.44806206826,-5965.712787920211
0.21905625069009688,-144861.50109110356,-6087.867668433093
0.18503366454990272,-197088.5362176785,-5985.911316820771
0.22679203013319849,-131441.90577301467,-6109.672820702614
0.19891682331826524,-175667.01467484055,-6026.008301159032
0.22836436594661608,-130432.1067141639,-6111.225397463419
0.17236817778120303,-261576.83135676512,-5927.516670475966
0.20620943790814403,-158234.13014260118,-6048.2452314478305
0.23396533990142976,-130382.12141283834,-6112.29579678663
0.18628740792151502,-192285.3716935148,-5990.300966137736
0.23975901026887636,-120759.12031716823,-6127.856971126945
0.19414850136177292,-191271.4707350278,-6007.590531774938
0.20418834561751023,-159680.18965741823,-6046.506195324231
0.24536991036947697,-119026.24055432831,-6151.85980073819
0.1989222952310073,-175667.01467484055,-6026.008301159032
0.23854057696348294,-120759.12031716823,-6127.856971126945
0.18503820680150854,-197088.5362176785,-5985.911316820771
0.18951845566277192,-194307.48830257411,-5998.269980559018
0.18542386647421555,-194331.8416229067,-5988.412375649118
