Value,ICER,NMB
0.6764094434279507,192303.2396619704,-5036.8778923129385
0.6319986556314662,191871.23656934084,-5002.903344068783
0.6756895976409052,192163.41823930907,-5039.141930259397
0.5610148936533673,190350.2403685526,-4950.7475312735605
0.7758532183884603,192442.4404659578,-5096.9904635383955
0.5335207094607437,189909.67204746863,-4934.170041749914
0.7263501653910076,192860.2661998097,-5054.293491406874
0.5803964898953722,190929.66855326606,-4959.948286759996
0.6049414343301176,190989.77687708798,-4984.177870369511
0.7182456044901293,192895.55315180426,-5051.3008409994
0.7580320856052516,192510.44435873616,-5087.983486651278
0.5968365219962285,191112.36992736737,-4969.995172559082
0.6534333337667729,191836.00000739345,-5026.083485092873
0.6457302867056562,191796.74075478248,-5020.44642244669
0.676403092357542,192303.2396619704,-5036.8778923129385
0.6584064480838815,191894.23892804442,-5029.038339566106
0.6070267234561948,190989.77687708798,-4984.177870369511
0.7419557602397524,192681.0537786268,-5069.582625174723
0.6466941211123591,191796.74075478248,-5020.44642244669
0.5668925733450119,190436.37160112849,-4949.312203545359
0.6887738827668718,192551.27145243433,-5032.8834716263345
0.5817973930126293,190929.66855326606,-4959.948286759996
0.7130973285780171,192957.92079129664,-5046.025704864298
0.6254499121250927,191929.20670748566,-4985.854264347262
0.7180411904391113,192895.55315180426,-5051.3008409994
0.5419735739190065,190230.698786192,-4935.312956399735
0.6483799241688907,191923.981410662,-5018.374507003521
0.735652213023401,192822.4669682592,-5057.505670662175
0.5857395114746143,191161.83926821404,-4960.3375279756865
0.7538691268155715,192526.00553429878,-5086.636228190319
0.6104569794061716,191505.18262347684,-4975.722033804013
0.6420250469167486,192016.4954607064,-5001.25500355967
0.7715113599677088,192554.54981454817,-5087.26762467812
0.6254671173432667,191929.20670748566,-4985.854264347262
0.7500380330394092,192473.37834704563,-5087.491004823464
0.581811675117181,190929.66855326606,-4959.948286759996
0.5958988257655317,191130.37700292445,-4968.386475499462
0.5830242965756428,190888.81329803285,-4963.623810267386
0.7301767842416779,192860.2661998097,-5054.293491406874
0.711613635267489,192742.64732759533,-5048.1199161476525
0.7546481368376028,192510.44435873616,-5087.983486651278
0.5577890195859145,190350.2403685526,-4950.7475312735605
0.6825893842702395,192303.2396619704,-5036.8778923129385
0.6266793330048521,191929.20670748566,-4985.854264347262
0.6482415618524789,191923.981410662,-5018.374507003521
0.7054703774228712,192774.8310769993,-5045.381217088098
0.6277503748716489,191933.32683174236,-4997.491560634554
0.5060682196551191,189443.66408593277,-4935.317459541942
0.7343546514638584,192822.4669682592,-5057.505670662175
0.6215777983458592,191867.89017263276,-4986.845184737242
