early_val,late_val,intermediate_val,icer,nmb,mean death,median death,5 year survival
0.8269137756055208,0.1099671159942849,0.06311910840019429,162993.92200540847,-4321.957878119486,3.486559139784946,2.0,0.235663082437276
0.8103723921131409,0.10944504486646697,0.08018256302039209,173128.34820175607,-4678.277768173686,3.486559139784946,2.0,0.235663082437276
0.8290325803339628,0.10970195474001115,0.06126546492602608,162852.00783045514,-4312.221270730543,3.486559139784946,2.0,0.235663082437276
0.7827542168393844,0.11034570417378692,0.10690007898682868,176721.60378952933,-4806.7766433470215,3.486559139784946,2.0,0.235663082437276
0.8719620970780966,0.10828074510295102,0.019757157818952403,158154.32613097737,-4130.839997823094,3.486559139784946,2.0,0.235663082437276
0.773386398156981,0.10947303420573437,0.11714056763728467,177271.56280700874,-4841.2327812462,3.486559139784946,2.0,0.235663082437276
0.852290854618449,0.10978273499410403,0.03792641038744697,159983.99056814492,-4215.674260108362,3.486559139784946,2.0,0.235663082437276
0.7921721187425025,0.10922135180493399,0.09860652945256353,175859.03274673133,-4762.674864678037,3.486559139784946,2.0,0.235663082437276
0.8018056903776977,0.10968981191912777,0.08850449770317456,174485.57611533915,-4721.416211856047,3.486559139784946,2.0,0.235663082437276
0.8401958928468322,0.10960944939284267,0.05019465776032517,161171.68592466152,-4267.599728480989,3.486559139784946,2.0,0.235663082437276
0.865151162962235,0.1095847782883444,0.02526405874942056,159026.62819686605,-4167.5541540168215,3.486559139784946,2.0,0.235663082437276
0.7672889513938541,0.11084831495905632,0.12186273364708956,178178.80141529985,-4880.081817796649,3.486559139784946,2.0,0.235663082437276
0.8245196792506796,0.10973609873772804,0.06574422201159237,163121.44643405676,-4330.707217603412,3.486559139784946,2.0,0.235663082437276
0.8154861587061983,0.11098752542564488,0.07352631586815678,173582.45473501872,-4691.0165438760505,3.486559139784946,2.0,0.235663082437276
0.7700154571367224,0.11088778879159486,0.11909675407168277,178008.26970248242,-4869.43687701971,3.486559139784946,2.0,0.235663082437276
