Value,ICER,NMB
676.4726271544909,187773.91961583582,-4890.545753407598
511.1478585802537,187773.9196158361,-4890.545753407612
696.2172986922494,187773.91961583556,-4890.545753407583
627.1671895332557,187773.9196158361,-4890.545753407612
507.55866867354166,187773.91961583556,-4890.545753407583
573.7829885634119,187773.91961583582,-4890.545753407598
485.0209731558753,187773.91961583556,-4890.545753407583
616.0382219499846,187773.9196158361,-4890.545753407612
633.0737648085939,187773.91961583556,-4890.545753407583
560.726744868171,187773.91961583582,-4890.545753407598
595.0509171454095,187773.91961583582,-4890.545753407598
759.9340709115978,187773.91961583582,-4890.545753407598
595.8466179818561,187773.91961583582,-4890.545753407598
641.8241656015083,187773.9196158361,-4890.545753407612
587.0465006606072,187773.9196158361,-4890.545753407612
542.9240321141577,187773.91961583582,-4890.545753407598
562.0689560274061,187773.91961583556,-4890.545753407583
569.3497704983521,187773.9196158361,-4890.545753407612
563.8766579147684,187773.91961583582,-4890.545753407598
702.6819343851051,187773.9196158361,-4890.545753407612
538.3739393079728,187773.91961583556,-4890.545753407583
603.1076476685969,187773.91961583582,-4890.545753407598
680.1648805638617,187773.91961583582,-4890.545753407598
693.8674363009227,187773.9196158361,-4890.545753407612
575.8307085167443,187773.91961583556,-4890.545753407583
657.6553478258598,187773.9196158361,-4890.545753407612
698.4333208399082,187773.91961583556,-4890.545753407583
733.2742287828589,187773.91961583556,-4890.545753407583
718.9677726274218,187773.9196158361,-4890.545753407612
599.3486329702531,187773.91961583582,-4890.545753407598
655.2635583003646,187773.9196158361,-4890.545753407612
740.3020469735284,187773.91961583582,-4890.545753407598
539.850746718306,187773.91961583582,-4890.545753407598
533.9295379106654,187773.91961583582,-4890.545753407598
533.9322815196381,187773.91961583582,-4890.545753407598
732.2637681606031,187773.91961583582,-4890.545753407598
605.9414392347389,187773.9196158361,-4890.545753407612
566.2010811333565,187773.91961583556,-4890.545753407583
579.7283650279307,187773.91961583556,-4890.545753407583
666.3178410030839,187773.9196158361,-4890.545753407612
565.7641609057475,187773.91961583582,-4890.545753407598
524.9230455662299,187773.91961583582,-4890.545753407598
641.3426343400421,187773.9196158361,-4890.545753407612
