Value,ICER,NMB
0.6758068862549844,185453.3109606432,-4820.825468991981
0.7597973600134947,180759.63275308142,-4674.336684439791
0.779036510515529,185268.12220478198,-4815.186412718138
0.7024664613840687,180854.42528320858,-4677.370370463071
0.6760989271130933,185453.3109606432,-4820.825468991981
0.6613136432284614,182710.03400596412,-4736.122278130513
0.7640407154563127,183008.66357558008,-4745.466128302685
0.7898688082638817,188089.34615355454,-4899.889603579606
0.697384667633442,180854.42528320858,-4677.370370463071
0.6290183741528912,180942.61528072378,-4680.189898600258
0.7594166204655177,180759.63275308142,-4674.336684439791
0.6260893626956968,180556.10580824077,-4667.812362404629
0.6426677571242131,180942.61528072378,-4680.189898600258
0.6787265449681004,185453.3109606432,-4820.825468991981
0.7939864377622704,190525.69833147712,-4971.019047442145
0.6371535524374202,180942.61528072378,-4680.189898600258
0.69096352525951,187773.9196158361,-4890.545753407612
0.7106126592223085,185360.67032848267,-4818.005940855326
0.7592328021870369,180759.63275308142,-4674.336684439791
0.783714268336339,185268.12220478198,-4815.186412718138
0.7848316921358347,190525.69833148943,-4971.0190474425
0.6368652750013878,180942.61528072378,-4680.189898600258
0.6253455511375428,180556.10580824077,-4667.812362404629
0.7536287891789712,193076.23580516258,-5043.558859994964
0.6767249301904481,185453.3109606432,-4820.825468991981
0.7622779033719187,183008.66357558008,-4745.466128302685
0.636974720055913,180942.61528072378,-4680.189898600258
0.7155229997780884,185360.67032848267,-4818.005940855326
0.7833697799393705,185268.12220478198,-4815.186412718138
0.6602082549427954,182710.03400596412,-4736.122278130513
0.6543777407739712,178323.71306926312,-4595.272549852166
0.777780005826374,185268.12220478198,-4815.186412718138
0.760629466316379,183008.66357558008,-4745.466128302685
0.7592204418148092,180759.63275308142,-4674.336684439791
0.6227571613597724,180556.10580824077,-4667.812362404629
0.6857249639561966,187773.9196158361,-4890.545753407612
0.6688087175926051,187821.4217833199,-4891.954912854698
0.7483253084447046,193076.23580516258,-5043.558859994964
0.8052692304295742,192975.8248596598,-5040.739331857776
0.631259456650938,180942.61528072378,-4680.189898600258
0.7145616082567222,185360.67032848267,-4818.005940855326
0.6377870614281711,180942.61528072378,-4680.189898600258
0.6797920315058066,185453.3109606432,-4820.825468991981
0.7787349414321715,185268.12220478198,-4815.186412718138
0.6626422255933799,182710.03400596412,-4736.122278130513
0.6725666366589523,185453.3109606432,-4820.825468991981
0.6420832868959112,180942.61528072378,-4680.189898600258
0.7617109666165487,183008.66357558008,-4745.466128302685
0.625676548683928,180556.10580824077,-4667.812362404629
0.7748398062036481,185268.12220478198,-4815.186412718138
0.6380209181280255,180942.61528072378,-4680.189898600258
0.750601413071792,193076.23580516258,-5043.558859994964
0.6663631926606997,187821.4217833199,-4891.954912854698
0.6818344008048005,185453.3109606432,-4820.825468991981
0.6439571467046246,180942.61528072378,-4680.189898600258
0.7062064138473639,183098.967551581,-4748.285656439695
0.6200833316125661,180556.10580824077,-4667.812362404629
0.7260271889439097,185360.67032848267,-4818.005940855326
0.6985597491526774,180854.42528320858,-4677.370370463071
0.6208760339413343,180556.10580824077,-4667.812362404629
0.7235915787598748,185360.67032848267,-4818.005940855326
0.6408902980947998,180942.61528072378,-4680.189898600258
0.6911925891062193,187773.9196158361,-4890.545753407612
0.762713560173341,183008.66357558008,-4745.466128302685
0.7316081722564864,185360.67032848267,-4818.005940855326
0.6267402240730228,180942.61528072378,-4680.189898600258
0.7188596522583346,185360.67032848267,-4818.005940855326
0.6919701487523431,178657.71280415927,-4606.240926600354
0.6398460838679592,180942.61528072378,-4680.189898600258
0.7348451223475024,185360.67032848267,-4818.005940855326
0.7205879581359099,185360.67032848267,-4818.005940855326
0.6208251390301376,180556.10580824077,-4667.812362404629
0.6287429788054891,180942.61528072378,-4680.189898600258
0.636706368956802,180942.61528072378,-4680.189898600258
0.781345393689777,185268.12220478198,-4815.186412718138
0.6431599247503734,180942.61528072378,-4680.189898600258
0.6561451141128357,180468.29208022373,-4664.992834267797
0.7385524522596301,187678.9466159036,-4887.72622527078
0.7226813033575962,185360.67032848267,-4818.005940855326
0.6689480582052013,185453.3109606432,-4820.825468991981
0.7624775281915113,183008.66357558008,-4745.466128302685
0.6843922638406496,187773.9196158361,-4890.545753407612
0.637528517856744,180942.61528072378,-4680.189898600258
0.6369970083965324,180942.61528072378,-4680.189898600258
