Value,ICER,NMB
0.7590711774821781,199670.7036590151,-5222.522040533858
0.6275268398233173,180468.29208022373,-4664.992834267797
0.38838244334818717,157882.1632390737,-3835.6484079900183
0.2663374927678692,151630.27323368873,-3562.424028531038
0.6773152388012513,190623.57507237777,-4973.838575579511
0.31946694083373556,155354.12632969976,-3727.8146713138412
0.46087955259660257,162228.91396976187,-4013.2024290818263
0.6630639000868891,183098.967551581,-4748.285656439695
0.5513429975147512,173045.27503235004,-4416.309369313272
0.6402550808415137,180468.29208022373,-4664.992834267797
0.41333245282066566,156494.680733956,-3776.896500322576
0.6990726733581095,191054.43970232687,-4986.216111775139
0.4726172718997867,165851.14070404926,-4154.052157359818
0.537213751272649,176844.2853171779,-4546.190720843431
0.4443952848569418,160160.3745182429,-3929.9096069097504
0.7512738095279323,196996.495823798,-5151.392596671141
0.592155730200757,179707.56146217947,-4640.45191976334
0.6838468943561545,183451.11252948834,-4759.254033187884
0.5331931268515575,172697.83987765355,-4404.145991004268
0.6954965824338217,191054.43970232687,-4986.216111775139
0.3178818340033679,152171.5045143857,-3586.964943035494
0.7696583847691605,197456.68610699504,-5163.770132866593
0.7670578154433383,197456.68610700167,-5163.77013286677
0.5982070152783368,175827.52993067744,-4511.9797276808
0.3523606808890925,150851.48582160063,-3526.8026666784817
0.24672050033125925,143960.62810303146,-3194.826379552059
0.2919486703643029,150052.73764959947,-3489.8842159783962
0.650877869773939,178657.71280415927,-4606.240926600354
0.3579665846378024,155922.3178025967,-3752.3555858184745
0.6937917040790071,191054.43970232687,-4986.216111775139
0.48156643450834713,168108.39522028103,-4238.755348221464
0.5481141142231065,166821.78696769837,-4190.756450173634
0.25424102656941383,146830.4697956704,-3336.8711093910442
0.22080730895644654,143743.6840457946,-3183.858002803515
0.34676724318501223,155635.22435707191,-3739.978049622846
0.3963458140430837,159560.93511756847,-3905.368692405472
0.7293760469193984,196546.352722221,-5139.229218362137
0.6383570200540036,182710.03400596412,-4736.122278130513
0.7694464367112019,197456.68610699504,-5163.770132866593
0.7509328525551595,196996.495823798,-5151.392596671141
0.6794899006751007,181235.49066499303,-4689.53374877243
0.5220639193974974,170732.95859292208,-4334.425706588814
0.45972695403183234,158401.38451079806,-3857.3697943574643
0.2370191834044771,149851.9185612025,-3480.540365806224
0.447212081953332,164074.43286470405,-4085.742241633934
